handicap,swing_speed,driver_carry,shot_shape,goal,iron_miss,iron_feel,wedge_turf,divot_depth,driver_loft,shaft_flex,fairway_wood_loft,iron_category,wedge_bounce
2.6,107.6,246,Slice,Forgiveness,Fat/Thin,No preference,Firm,Deep,8,X,15,players-distance,Mid
10.1,107.3,257,Straight,Accuracy,Inconsistent,No preference,Firm,Shallow,8,X,21,game-improvement,Low
18.3,90.5,217,Draw,Distance,Left/Right,Confidence-inspiring,Soft,Deep,10.5,R,18,game-improvement,High
20.3,72.2,142,Fade,Accuracy,Left/Right,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
20.8,87.3,195,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,R,21,super-game-improvement,High
5.1,110.8,276,Slice,Distance,Inconsistent,Forged/Blade-like,Firm,Medium,8,X,15,blade,Low
24.7,78.0,184,Straight,Forgiveness,Left/Right,Confidence-inspiring,Soft,Shallow,12,A,21,game-improvement,Mid
9.8,103.7,225,Fade,Accuracy,Consistent,Forged/Blade-like,Soft,Shallow,9,S,16.5,blade,Mid
22.7,77.1,212,Slice,Accuracy,Consistent,Confidence-inspiring,Normal,Shallow,12,A,21,super-game-improvement,Low
16.9,78.2,183,Fade,Distance,Fat/Thin,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
4.6,103.7,249,Slice,Accuracy,Consistent,Forged/Blade-like,Normal,Deep,9,S,16.5,blade,High
14.2,79.4,192,Fade,Forgiveness,Consistent,Confidence-inspiring,Soft,Shallow,9,A,16.5,game-improvement,Mid
20.3,83.0,190,Draw,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Deep,10.5,A,18,super-game-improvement,High
22.5,91.1,205,Draw,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,Mid
15.7,76.6,208,Straight,Forgiveness,Consistent,No preference,Normal,Medium,12,R,21,game-improvement,Mid
30.8,63.6,163,Straight,Accuracy,Inconsistent,Forged/Blade-like,Soft,Medium,12,S,21,game-improvement,Low
26.1,70.8,177,Fade,Forgiveness,Left/Right,Confidence-inspiring,Firm,Shallow,12,R,21,super-game-improvement,Low
14.7,90.7,221,Fade,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Medium,10.5,R,18,game-improvement,High
23.8,78.1,170,Slice,Accuracy,Left/Right,No preference,Firm,Shallow,12,R,21,super-game-improvement,Low
34.4,78.2,200,Slice,Forgiveness,Fat/Thin,No preference,Soft,Deep,12,A,21,blade,High
34.6,74.9,165,Straight,Forgiveness,Left/Right,Confidence-inspiring,Firm,Shallow,12,A,21,super-game-improvement,Low
5.9,104.7,250,Slice,Distance,Inconsistent,Forged/Blade-like,Firm,Medium,9,S,15,blade,Low
8.7,99.0,211,Straight,Distance,Left/Right,Forged/Blade-like,Normal,Medium,9,S,16.5,super-game-improvement,Mid
30.4,75.8,152,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
7.5,93.3,223,Slice,Accuracy,Fat/Thin,Forged/Blade-like,Firm,Deep,10.5,R,16.5,players-cb,Mid
5.1,108.1,244,Fade,Accuracy,Consistent,Forged/Blade-like,Normal,Shallow,8,X,15,blade,Low
12.6,85.7,176,Draw,Accuracy,Consistent,Confidence-inspiring,Firm,Medium,10.5,R,18,players-distance,Low
20.8,89.9,218,Hook,Distance,Inconsistent,Confidence-inspiring,Soft,Deep,10.5,R,18,super-game-improvement,High
16.1,97.8,257,Slice,Accuracy,Fat/Thin,No preference,Firm,Shallow,9,S,16.5,game-improvement,Low
11.1,96.7,245,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Shallow,9,R,16.5,super-game-improvement,Low
10.9,94.2,218,Straight,Distance,Left/Right,Confidence-inspiring,Soft,Medium,10.5,R,16.5,players-distance,High
10.6,98.6,232,Fade,Distance,Inconsistent,Forged/Blade-like,Firm,Medium,9,S,16.5,blade,Low
9.1,77.5,194,Straight,Accuracy,Consistent,Forged/Blade-like,Firm,Deep,12,A,21,blade,Mid
36.0,68.7,176,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Deep,12,L,21,super-game-improvement,High
19.7,84.6,194,Draw,Accuracy,Fat/Thin,Forged/Blade-like,Firm,Deep,10.5,R,18,players-cb,Mid
25.0,78.9,186,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,12,A,21,super-game-improvement,High
12.6,98.5,235,Slice,Distance,Inconsistent,Confidence-inspiring,Normal,Deep,9,R,16.5,game-improvement,High
15.3,89.9,218,Draw,Forgiveness,Left/Right,No preference,Soft,Deep,12,R,21,game-improvement,High
10.6,87.8,205,Straight,Distance,Inconsistent,Forged/Blade-like,Firm,Shallow,10.5,R,18,blade,Low
0.0,107.0,250,Draw,Forgiveness,Left/Right,Forged/Blade-like,Firm,Deep,8,S,15,blade,Mid
4.6,103.2,260,Fade,Distance,Consistent,No preference,Soft,Medium,10.5,S,16.5,blade,High
0.7,108.0,270,Straight,Distance,Left/Right,No preference,Soft,Deep,8,X,15,game-improvement,High
0.0,109.1,263,Straight,Distance,Left/Right,Forged/Blade-like,Soft,Shallow,8,X,15,blade,Mid
6.2,108.1,276,Slice,Accuracy,Left/Right,Confidence-inspiring,Firm,Medium,8,X,15,game-improvement,Low
28.9,67.2,153,Draw,Forgiveness,Fat/Thin,Forged/Blade-like,Normal,Deep,12,L,21,super-game-improvement,High
16.6,90.1,233,Slice,Distance,Fat/Thin,No preference,Normal,Shallow,10.5,R,18,game-improvement,High
28.6,84.1,205,Fade,Accuracy,Left/Right,Confidence-inspiring,Normal,Deep,10.5,R,18,super-game-improvement,High
20.7,72.1,212,Straight,Accuracy,Fat/Thin,No preference,Firm,Deep,12,R,21,super-game-improvement,Mid
24.0,81.7,176,Fade,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Shallow,10.5,R,15,game-improvement,Low
8.9,93.7,211,Slice,Distance,Consistent,No preference,Normal,Deep,10.5,X,16.5,players-cb,High
21.7,80.5,195,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
23.6,74.5,180,Fade,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
11.8,93.2,244,Slice,Distance,Fat/Thin,Forged/Blade-like,Firm,Deep,8,R,16.5,players-cb,High
22.0,95.6,216,Slice,Distance,Consistent,Confidence-inspiring,Firm,Medium,9,R,16.5,game-improvement,Low
22.1,73.7,185,Fade,Forgiveness,Left/Right,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,Mid
12.1,85.9,217,Fade,Accuracy,Fat/Thin,No preference,Normal,Medium,10.5,R,18,blade,Mid
6.9,91.0,223,Fade,Forgiveness,Consistent,Forged/Blade-like,Firm,Shallow,12,R,21,blade,Low
6.3,112.8,253,Straight,Forgiveness,Inconsistent,Forged/Blade-like,Normal,Medium,8,X,15,players-cb,Mid
17.8,84.3,216,Fade,Distance,Consistent,Forged/Blade-like,Normal,Deep,10.5,R,18,players-cb,High
19.9,84.9,215,Draw,Distance,Inconsistent,No preference,Soft,Deep,12,R,18,players-distance,High
9.9,93.8,228,Straight,Distance,Fat/Thin,No preference,Firm,Medium,10.5,R,16.5,players-distance,Low
17.2,81.6,194,Fade,Accuracy,Fat/Thin,No preference,Normal,Deep,10.5,A,18,game-improvement,High
22.1,80.9,193,Draw,Distance,Left/Right,No preference,Firm,Medium,10.5,A,18,game-improvement,Low
22.6,99.2,232,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,10.5,S,16.5,super-game-improvement,Mid
31.0,82.1,201,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,A,16.5,super-game-improvement,Low
28.5,69.3,163,Fade,Accuracy,Consistent,Confidence-inspiring,Soft,Medium,12,L,21,super-game-improvement,High
8.0,103.3,232,Draw,Accuracy,Inconsistent,Forged/Blade-like,Normal,Shallow,12,S,16.5,blade,Low
32.2,65.1,139,Fade,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Medium,12,L,21,super-game-improvement,High
12.2,81.5,182,Draw,Forgiveness,Left/Right,No preference,Firm,Deep,12,A,21,super-game-improvement,Mid
26.4,84.8,202,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Deep,12,R,18,game-improvement,Mid
17.6,95.9,225,Straight,Forgiveness,Left/Right,Confidence-inspiring,Firm,Deep,9,R,21,super-game-improvement,Mid
13.3,100.0,238,Hook,Forgiveness,Fat/Thin,Forged/Blade-like,Normal,Medium,9,S,16.5,players-distance,Mid
0.7,103.9,251,Straight,Distance,Consistent,Confidence-inspiring,Firm,Medium,9,X,16.5,blade,Low
15.5,89.0,201,Fade,Accuracy,Left/Right,No preference,Firm,Shallow,10.5,R,18,players-distance,Low
3.0,109.8,277,Draw,Distance,Left/Right,No preference,Firm,Shallow,8,X,15,blade,Low
25.7,81.2,187,Slice,Forgiveness,Fat/Thin,Forged/Blade-like,Soft,Shallow,12,A,21,super-game-improvement,Mid
30.7,69.9,159,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,L,21,super-game-improvement,High
9.8,85.4,207,Fade,Distance,Left/Right,Forged/Blade-like,Firm,Shallow,10.5,R,18,super-game-improvement,Low
19.7,86.1,178,Draw,Accuracy,Left/Right,Confidence-inspiring,Soft,Deep,10.5,R,18,game-improvement,High
10.5,103.5,233,Fade,Distance,Consistent,Confidence-inspiring,Firm,Medium,9,X,16.5,blade,Low
11.3,86.6,216,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Deep,10.5,R,18,players-cb,Mid
24.0,84.9,177,Fade,Forgiveness,Inconsistent,No preference,Firm,Deep,12,R,21,super-game-improvement,Mid
16.7,91.1,229,Straight,Distance,Left/Right,Confidence-inspiring,Normal,Medium,10.5,R,18,game-improvement,Low
32.7,75.6,197,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
12.7,99.5,229,Fade,Accuracy,Left/Right,Confidence-inspiring,Soft,Shallow,9,S,21,super-game-improvement,Mid
26.0,73.2,176,Straight,Accuracy,Left/Right,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
17.9,76.1,193,Draw,Accuracy,Left/Right,Confidence-inspiring,Normal,Medium,12,A,21,players-distance,Mid
24.2,76.4,173,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
13.0,99.3,245,Straight,Accuracy,Left/Right,No preference,Firm,Shallow,9,L,16.5,players-distance,Low
16.6,85.1,191,Slice,Distance,Consistent,Confidence-inspiring,Normal,Medium,10.5,R,18,players-distance,Mid
16.0,84.7,193,Fade,Accuracy,Consistent,No preference,Firm,Deep,10.5,R,18,players-cb,Mid
9.5,84.3,188,Draw,Distance,Left/Right,Forged/Blade-like,Soft,Medium,10.5,L,18,blade,High
23.0,93.8,225,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Mid
22.9,87.4,220,Draw,Forgiveness,Left/Right,No preference,Normal,Deep,12,R,21,super-game-improvement,High
22.3,87.7,204,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Mid
30.8,79.4,170,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,9,A,21,super-game-improvement,Mid
30.0,77.5,168,Straight,Distance,Fat/Thin,Confidence-inspiring,Firm,Deep,8,A,21,super-game-improvement,Mid
13.6,90.6,218,Draw,Accuracy,Inconsistent,Confidence-inspiring,Soft,Deep,10.5,R,18,game-improvement,High
20.4,83.4,220,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Shallow,12,A,21,super-game-improvement,Low
11.4,91.9,221,Slice,Accuracy,Inconsistent,No preference,Firm,Shallow,10.5,A,16.5,players-distance,Low
17.2,106.7,246,Draw,Accuracy,Consistent,Forged/Blade-like,Firm,Deep,8,X,15,blade,Mid
11.6,98.6,242,Draw,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Deep,9,X,21,game-improvement,High
31.6,68.4,158,Straight,Accuracy,Consistent,Confidence-inspiring,Firm,Medium,12,L,18,game-improvement,Low
20.3,87.9,202,Draw,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Deep,12,X,18,super-game-improvement,High
15.0,83.7,184,Draw,Distance,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,A,18,super-game-improvement,High
27.7,86.7,222,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,R,21,super-game-improvement,High
0.0,103.4,210,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Deep,9,S,21,blade,High
0.0,111.5,272,Slice,Accuracy,Consistent,Forged/Blade-like,Firm,Shallow,8,X,15,blade,Low
24.2,87.6,200,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Low
17.5,90.6,208,Slice,Distance,Left/Right,Confidence-inspiring,Normal,Deep,10.5,R,18,game-improvement,High
19.3,86.5,225,Slice,Accuracy,Left/Right,Confidence-inspiring,Firm,Medium,10.5,R,18,game-improvement,Low
5.1,102.2,231,Slice,Accuracy,Left/Right,No preference,Normal,Shallow,9,S,21,blade,Low
16.8,88.3,199,Straight,Accuracy,Inconsistent,Forged/Blade-like,Firm,Deep,10.5,R,18,players-cb,Mid
35.0,63.7,148,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,12,L,21,super-game-improvement,High
24.4,76.8,186,Straight,Accuracy,Inconsistent,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
18.5,97.1,222,Straight,Accuracy,Left/Right,Forged/Blade-like,Firm,Deep,9,R,15,players-cb,Mid
13.0,92.3,196,Hook,Accuracy,Consistent,No preference,Normal,Medium,10.5,R,16.5,players-cb,Mid
13.4,87.1,193,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Deep,10.5,R,18,players-cb,High
0.0,104.4,262,Draw,Distance,Consistent,Confidence-inspiring,Firm,Medium,9,S,15,blade,Low
19.3,93.5,221,Fade,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Shallow,12,R,16.5,players-cb,Low
24.6,84.4,204,Slice,Accuracy,Left/Right,Confidence-inspiring,Firm,Shallow,8,R,18,super-game-improvement,Low
2.8,108.7,252,Draw,Accuracy,Consistent,Confidence-inspiring,Firm,Shallow,8,X,15,blade,Low
11.0,93.5,211,Draw,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Medium,10.5,R,21,game-improvement,High
6.6,104.4,267,Straight,Accuracy,Consistent,Forged/Blade-like,Normal,Shallow,9,S,15,players-distance,Low
8.3,94.0,218,Fade,Distance,Inconsistent,No preference,Soft,Medium,10.5,R,16.5,players-distance,High
17.5,86.1,197,Fade,Distance,Left/Right,Confidence-inspiring,Normal,Medium,10.5,R,18,game-improvement,Mid
0.0,114.8,284,Hook,Forgiveness,Consistent,No preference,Soft,Medium,8,X,15,blade,High
22.5,88.2,198,Straight,Accuracy,Inconsistent,Confidence-inspiring,Soft,Medium,8,R,18,super-game-improvement,High
23.8,73.8,166,Slice,Forgiveness,Left/Right,Forged/Blade-like,Normal,Medium,12,A,21,super-game-improvement,Mid
14.7,85.1,200,Fade,Forgiveness,Fat/Thin,Forged/Blade-like,Normal,Deep,12,A,16.5,game-improvement,High
0.0,108.8,256,Straight,Forgiveness,Consistent,No preference,Normal,Shallow,8,R,15,blade,Low
8.0,110.9,264,Straight,Forgiveness,Left/Right,No preference,Soft,Shallow,8,X,15,blade,Mid
28.1,62.3,174,Fade,Distance,Left/Right,Confidence-inspiring,Normal,Shallow,12,L,21,super-game-improvement,Low
0.0,109.9,263,Fade,Accuracy,Left/Right,Forged/Blade-like,Normal,Deep,8,X,15,blade,High
13.9,82.4,163,Slice,Accuracy,Left/Right,Forged/Blade-like,Firm,Shallow,10.5,A,18,players-distance,Low
6.4,96.2,230,Draw,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,10.5,R,16.5,blade,High
24.2,77.6,183,Draw,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
10.9,92.5,218,Draw,Forgiveness,Inconsistent,No preference,Firm,Medium,10.5,R,21,game-improvement,Low
20.6,80.6,193,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Shallow,12,A,21,super-game-improvement,Low
22.1,82.6,194,Slice,Accuracy,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,A,21,super-game-improvement,High
33.5,65.7,154,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,L,21,super-game-improvement,Mid
15.2,80.3,197,Straight,Forgiveness,Consistent,Confidence-inspiring,Soft,Medium,12,A,21,game-improvement,High
20.4,90.0,204,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,High
3.6,109.1,244,Straight,Distance,Inconsistent,Forged/Blade-like,Soft,Medium,12,X,18,game-improvement,High
27.7,82.0,232,Draw,Accuracy,Fat/Thin,No preference,Normal,Deep,10.5,A,18,game-improvement,Mid
10.2,85.5,192,Straight,Forgiveness,Fat/Thin,No preference,Firm,Medium,12,R,21,game-improvement,Mid
12.0,96.3,228,Straight,Distance,Inconsistent,Forged/Blade-like,Firm,Medium,9,R,16.5,players-cb,Low
16.8,93.4,200,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Medium,10.5,R,15,super-game-improvement,High
2.9,97.4,230,Draw,Distance,Consistent,Forged/Blade-like,Firm,Shallow,9,S,16.5,blade,Low
19.1,86.1,190,Fade,Distance,Left/Right,Forged/Blade-like,Soft,Deep,10.5,R,21,players-cb,High
25.7,77.6,177,Fade,Accuracy,Left/Right,Confidence-inspiring,Soft,Shallow,12,A,21,super-game-improvement,Mid
19.6,98.4,245,Fade,Distance,Fat/Thin,No preference,Firm,Deep,9,L,16.5,game-improvement,Mid
2.7,118.4,284,Hook,Distance,Consistent,Forged/Blade-like,Soft,Shallow,8,X,15,game-improvement,Mid
15.9,78.1,191,Draw,Distance,Left/Right,No preference,Firm,Medium,12,A,21,players-distance,Low
23.7,98.2,208,Fade,Accuracy,Fat/Thin,No preference,Normal,Medium,9,S,16.5,game-improvement,Mid
0.1,101.5,262,Fade,Distance,Consistent,No preference,Normal,Medium,9,S,16.5,blade,Mid
7.3,106.5,235,Hook,Distance,Consistent,Forged/Blade-like,Soft,Medium,8,X,15,blade,High
24.9,86.2,222,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Mid
19.4,78.7,198,Fade,Accuracy,Left/Right,Forged/Blade-like,Soft,Medium,12,A,21,players-cb,High
20.7,87.6,213,Straight,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Mid
33.7,68.5,150,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Medium,12,L,15,super-game-improvement,High
21.2,87.5,208,Draw,Forgiveness,Left/Right,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,High
22.9,83.3,190,Slice,Forgiveness,Inconsistent,Forged/Blade-like,Soft,Shallow,12,A,21,game-improvement,Mid
36.0,75.0,177,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
15.1,91.2,211,Straight,Distance,Fat/Thin,Confidence-inspiring,Normal,Deep,10.5,R,18,game-improvement,Mid
9.8,95.6,198,Straight,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,9,X,16.5,blade,High
20.9,91.6,230,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,High
21.0,87.9,206,Fade,Distance,Consistent,Forged/Blade-like,Soft,Medium,10.5,R,18,blade,Low
12.3,99.0,226,Straight,Distance,Left/Right,Forged/Blade-like,Normal,Medium,9,S,16.5,players-cb,Mid
7.7,94.5,215,Hook,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,10.5,R,16.5,blade,High
36.0,60.0,146,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,10.5,L,21,super-game-improvement,High
19.9,81.1,179,Draw,Accuracy,Fat/Thin,Forged/Blade-like,Soft,Deep,9,A,21,players-distance,Mid
10.4,91.7,186,Straight,Distance,Left/Right,Confidence-inspiring,Firm,Medium,10.5,R,15,players-distance,Low
25.2,84.5,204,Fade,Accuracy,Fat/Thin,No preference,Normal,Deep,10.5,R,18,players-distance,High
16.0,96.4,233,Slice,Accuracy,Left/Right,Confidence-inspiring,Soft,Medium,9,R,16.5,blade,High
14.7,90.0,209,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Shallow,12,R,21,super-game-improvement,Mid
22.1,92.6,203,Fade,Accuracy,Inconsistent,Confidence-inspiring,Soft,Deep,9,R,16.5,super-game-improvement,Low
5.4,111.4,263,Fade,Accuracy,Consistent,Forged/Blade-like,Firm,Shallow,8,X,15,blade,Low
20.2,86.5,184,Fade,Forgiveness,Fat/Thin,No preference,Firm,Deep,12,A,21,super-game-improvement,High
34.2,62.9,134,Draw,Accuracy,Left/Right,Forged/Blade-like,Soft,Deep,12,L,21,game-improvement,High
21.2,94.6,213,Fade,Distance,Fat/Thin,No preference,Soft,Deep,10.5,X,16.5,game-improvement,High
13.6,91.9,227,Straight,Accuracy,Inconsistent,No preference,Firm,Deep,10.5,R,18,game-improvement,Mid
12.4,94.6,218,Fade,Accuracy,Consistent,Forged/Blade-like,Normal,Medium,10.5,R,16.5,blade,Mid
13.3,90.3,206,Slice,Accuracy,Inconsistent,Forged/Blade-like,Soft,Medium,10.5,R,18,players-distance,High
14.7,84.9,225,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,Mid
13.6,82.1,198,Slice,Forgiveness,Inconsistent,Forged/Blade-like,Soft,Deep,10.5,A,21,game-improvement,High
25.2,83.5,201,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Shallow,12,A,21,super-game-improvement,Low
1.4,100.9,232,Slice,Accuracy,Consistent,Forged/Blade-like,Firm,Medium,12,S,16.5,blade,Low
24.8,100.9,229,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,10.5,S,16.5,super-game-improvement,High
13.6,84.8,171,Fade,Accuracy,Consistent,Confidence-inspiring,Normal,Medium,10.5,A,18,players-distance,Mid
20.4,75.7,190,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
6.9,103.6,249,Straight,Distance,Left/Right,Forged/Blade-like,Soft,Shallow,8,S,16.5,blade,Mid
29.0,85.4,198,Straight,Distance,Fat/Thin,Confidence-inspiring,Firm,Medium,10.5,R,18,super-game-improvement,Low
28.2,76.0,177,Slice,Distance,Fat/Thin,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
25.6,82.6,204,Draw,Forgiveness,Left/Right,No preference,Normal,Medium,12,A,21,super-game-improvement,Mid
3.4,91.2,194,Straight,Accuracy,Left/Right,Forged/Blade-like,Soft,Shallow,10.5,R,18,blade,Mid
24.5,75.1,169,Straight,Distance,Left/Right,No preference,Firm,Medium,12,A,21,super-game-improvement,Low
20.6,76.8,166,Slice,Accuracy,Fat/Thin,No preference,Normal,Deep,12,S,21,super-game-improvement,High
2.6,91.7,239,Draw,Accuracy,Consistent,No preference,Normal,Shallow,10.5,X,21,blade,Low
16.8,89.5,222,Fade,Distance,Left/Right,No preference,Normal,Medium,10.5,R,18,players-distance,Low
20.3,69.0,134,Fade,Forgiveness,Fat/Thin,Forged/Blade-like,Soft,Deep,12,L,21,super-game-improvement,High
22.0,73.4,153,Draw,Forgiveness,Fat/Thin,No preference,Normal,Deep,12,A,18,super-game-improvement,High
18.6,82.8,193,Straight,Distance,Left/Right,No preference,Soft,Deep,10.5,A,18,players-distance,High
19.6,79.6,181,Straight,Accuracy,Inconsistent,Confidence-inspiring,Soft,Medium,12,A,21,super-game-improvement,High
30.3,75.9,161,Slice,Distance,Inconsistent,Forged/Blade-like,Soft,Shallow,12,L,21,super-game-improvement,Low
28.0,77.9,208,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,A,18,super-game-improvement,High
0.0,114.3,273,Straight,Accuracy,Inconsistent,Forged/Blade-like,Normal,Deep,8,X,15,blade,High
14.1,97.1,234,Slice,Accuracy,Fat/Thin,Forged/Blade-like,Firm,Medium,9,X,16.5,players-distance,Low
15.5,98.2,222,Draw,Distance,Left/Right,Forged/Blade-like,Soft,Medium,9,S,16.5,blade,Mid
1.2,106.6,260,Straight,Forgiveness,Consistent,Forged/Blade-like,Normal,Medium,8,X,15,blade,Mid
17.8,89.7,206,Slice,Forgiveness,Consistent,Forged/Blade-like,Firm,Medium,12,R,21,game-improvement,Low
28.2,79.2,182,Slice,Forgiveness,Inconsistent,No preference,Firm,Medium,12,A,21,super-game-improvement,Low
7.2,100.7,245,Draw,Accuracy,Left/Right,Confidence-inspiring,Firm,Medium,9,L,21,players-distance,Low
20.0,82.2,172,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,9,A,21,super-game-improvement,Mid
8.8,95.6,245,Fade,Accuracy,Consistent,Forged/Blade-like,Firm,Medium,9,S,16.5,blade,Low
11.0,89.6,213,Fade,Accuracy,Inconsistent,Confidence-inspiring,Soft,Medium,10.5,R,18,game-improvement,High
30.3,76.1,195,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,A,21,blade,High
12.1,93.4,206,Fade,Forgiveness,Left/Right,Confidence-inspiring,Firm,Deep,10.5,R,21,super-game-improvement,Low
21.2,79.0,174,Fade,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
0.2,103.1,227,Fade,Accuracy,Left/Right,Forged/Blade-like,Soft,Medium,9,S,16.5,blade,High
33.8,60.7,146,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Shallow,12,L,21,super-game-improvement,Mid
22.4,89.1,210,Fade,Distance,Left/Right,Confidence-inspiring,Normal,Medium,10.5,R,18,game-improvement,Mid
15.4,90.8,207,Straight,Forgiveness,Fat/Thin,No preference,Normal,Deep,12,R,21,super-game-improvement,High
22.2,76.4,166,Fade,Distance,Fat/Thin,No preference,Firm,Medium,12,A,21,players-cb,Low
4.3,108.7,239,Draw,Accuracy,Inconsistent,Confidence-inspiring,Firm,Medium,8,X,15,players-cb,Low
27.6,72.3,169,Fade,Forgiveness,Fat/Thin,No preference,Normal,Deep,12,A,21,super-game-improvement,High
14.1,81.9,186,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Deep,10.5,A,18,super-game-improvement,Mid
15.2,97.7,221,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Medium,9,S,16.5,super-game-improvement,Low
12.6,89.8,231,Draw,Distance,Fat/Thin,Forged/Blade-like,Soft,Medium,10.5,S,18,players-cb,High
11.8,91.6,214,Slice,Distance,Consistent,No preference,Normal,Shallow,10.5,R,18,players-cb,Low
23.3,81.5,208,Straight,Accuracy,Inconsistent,Confidence-inspiring,Firm,Medium,10.5,A,18,super-game-improvement,Low
19.3,93.8,213,Fade,Distance,Left/Right,No preference,Soft,Deep,10.5,R,16.5,players-distance,High
22.9,81.8,195,Slice,Forgiveness,Inconsistent,Forged/Blade-like,Firm,Shallow,12,A,21,game-improvement,Low
16.9,80.2,188,Fade,Distance,Left/Right,Forged/Blade-like,Soft,Medium,12,A,18,players-cb,Mid
21.6,87.0,182,Straight,Forgiveness,Left/Right,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,Low
